expiry,strike_price,option_type,instrument_key,underlying_spot_price,pcr,ltp,volume,oi,close_price,bid_price,bid_qty,ask_price,ask_qty,prev_oi,vega,theta,gamma,delta,iv,pop
2026-06-16,21450.0,PE,NSE_FO|50453,23989.15,1901.0,0.05,533975,123565.0,0.6,0.0,0,0.05,2730,106600.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,21500.0,CE,NSE_FO|50454,23989.15,774.5769,2500.0,715,1690.0,2377.5,2490.0,260,2495.15,130,1690.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-06-16,21500.0,PE,NSE_FO|50455,23989.15,774.5769,0.05,9846850,1309035.0,0.7,0.0,0,0.05,9100,4122365.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,21550.0,CE,NSE_FO|50456,23989.15,1691.0,1963.7,0,65.0,1967.75,2412.3,130,2461.05,65,65.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,21550.0,PE,NSE_FO|50457,23989.15,1691.0,0.05,402090,109915.0,0.6,0.0,0,0.05,975,80210.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,21600.0,CE,NSE_FO|50458,23989.15,3760.0,1914.3,0,65.0,1918.3,2358.85,780,2459.75,780,65.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,21600.0,PE,NSE_FO|50459,23989.15,3760.0,0.05,1524185,244400.0,0.65,0.0,0,0.05,15275,618865.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,21650.0,CE,NSE_FO|50460,23989.15,1764.0,2357.4,0,65.0,2357.4,2286.45,780,2527.7,780,65.0,0.0,0.0,0.0,1.0,0.0,0.0
2026-06-16,21650.0,PE,NSE_FO|50461,23989.15,1764.0,0.05,619515,114660.0,0.65,0.0,0,0.1,3575,128505.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,21700.0,CE,NSE_FO|50463,23989.15,5300.0,1802.5,0,65.0,1805.35,2253.95,780,2355.3,780,65.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,21700.0,PE,NSE_FO|50464,23989.15,5300.0,0.05,1590485,344500.0,0.65,0.0,0,0.05,520,533325.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,21750.0,CE,NSE_FO|50465,23989.15,1578.0,1756.15,0,65.0,1760.35,2211.75,130,2260.1,65,65.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,21750.0,PE,NSE_FO|50466,23989.15,1578.0,0.05,698490,102570.0,0.7,0.0,0,0.05,325,175760.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,21800.0,CE,NSE_FO|50467,23989.15,5900.5,1613.4,0,130.0,1613.4,1986.75,130,2368.65,780,130.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,21800.0,PE,NSE_FO|50468,23989.15,5900.5,0.05,5648370,767065.0,0.7,0.0,0,0.05,27885,1429675.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,21850.0,CE,NSE_FO|50469,23989.15,3098.0,1654.45,0,65.0,1657.6,2116.15,130,2208.1,780,65.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,21850.0,PE,NSE_FO|50470,23989.15,3098.0,0.05,943085,201370.0,0.6,0.0,0,0.05,390,277160.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,21900.0,CE,NSE_FO|50471,23989.15,1806.6667,1451.0,0,195.0,1451.0,2040.15,780,2156.8,780,195.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,21900.0,PE,NSE_FO|50472,23989.15,1806.6667,0.05,1901185,352300.0,0.65,0.0,0,0.05,1495,515385.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,21950.0,CE,NSE_FO|50473,23989.15,4190.0,1571.5,0,65.0,1575.4,1998.25,780,2108.4,780,65.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,21950.0,PE,NSE_FO|50474,23989.15,4190.0,0.05,1745250,272350.0,0.7,0.0,0,0.05,520,325260.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,22000.0,CE,NSE_FO|50475,23989.15,78.6824,1987.6,14235,31720.0,1870.95,1984.75,260,1990.3,260,36270.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,22000.0,PE,NSE_FO|50476,23989.15,78.6824,0.05,16400605,2495805.0,0.75,0.0,0,0.05,29445,4930185.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,22050.0,CE,NSE_FO|50477,23989.15,1760.5,1336.05,0,130.0,1336.05,1887.25,780,2008.4,780,65.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,22050.0,PE,NSE_FO|50478,23989.15,1760.5,0.05,1912040,228865.0,0.75,0.0,0,0.05,3380,350675.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,22100.0,CE,NSE_FO|50479,23989.15,1387.125,1055.0,0,520.0,1055.0,1866.9,130,2052.3,780,520.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,22100.0,PE,NSE_FO|50480,23989.15,1387.125,0.05,6574620,721305.0,0.8,0.0,0,0.05,54795,1645605.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,22150.0,CE,NSE_FO|50483,23989.15,578.2,1773.1,65,325.0,1380.35,1795.55,780,1900.7,780,325.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,22150.0,PE,NSE_FO|50484,23989.15,578.2,0.05,1114815,187915.0,0.8,0.0,0,0.05,13780,316615.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,22200.0,CE,NSE_FO|50485,23989.15,503.8611,1740.6,65,2340.0,1775.0,1779.5,130,1858.85,780,2340.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,22200.0,PE,NSE_FO|50486,23989.15,503.8611,0.05,7040085,1179035.0,0.8,0.0,0,0.05,95745,1799135.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,22250.0,CE,NSE_FO|50493,23989.15,348.7419,1285.2,0,2015.0,1285.2,1697.1,780,1809.3,780,2080.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,22250.0,PE,NSE_FO|50494,23989.15,348.7419,0.05,2565225,702715.0,0.95,0.0,0,0.05,9945,632840.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,22300.0,CE,NSE_FO|50495,23989.15,358.3333,1684.9,910,2730.0,1589.0,1685.6,130,1690.25,260,2730.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,22300.0,PE,NSE_FO|50496,23989.15,358.3333,0.05,5794165,978250.0,0.9,0.0,0,0.05,5525,1645085.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,22350.0,CE,NSE_FO|50497,23989.15,102.1324,1606.75,585,4420.0,1314.0,1629.45,1755,1682.8,780,4680.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,22350.0,PE,NSE_FO|50498,23989.15,102.1324,0.05,1932320,451425.0,0.95,0.0,0,0.05,25025,489840.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,22400.0,CE,NSE_FO|50503,23989.15,46.8593,1571.35,2730,25415.0,1462.25,1580.0,260,1669.8,780,25350.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,22400.0,PE,NSE_FO|50504,23989.15,46.8593,0.05,9521720,1190930.0,1.1,0.0,0,0.05,7085,2369575.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,22450.0,CE,NSE_FO|50509,23989.15,221.0882,1537.2,325,2210.0,1206.8,1530.4,130,1601.95,780,2145.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,22450.0,PE,NSE_FO|50510,23989.15,221.0882,0.05,5631015,488605.0,1.05,0.0,0,0.05,31590,524355.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,22500.0,CE,NSE_FO|50511,23989.15,44.3239,1492.2,56745,89115.0,1375.1,1490.0,325,1492.2,195,112515.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,22500.0,PE,NSE_FO|50512,23989.15,44.3239,0.05,34377720,3949920.0,1.15,0.0,0,0.05,25090,5826730.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,22550.0,CE,NSE_FO|50517,23989.15,19.0068,1442.25,1495,19175.0,1316.5,1438.0,65,1442.2,130,19175.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,22550.0,PE,NSE_FO|50518,23989.15,19.0068,0.05,3221465,364455.0,1.15,0.0,0,0.05,5525,580125.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,22600.0,CE,NSE_FO|50519,23989.15,31.1311,1390.0,7930,45110.0,1269.95,1387.65,65,1392.05,260,46345.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,22600.0,PE,NSE_FO|50520,23989.15,31.1311,0.05,10566270,1404325.0,1.25,0.0,0,0.05,29250,1943110.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,22650.0,CE,NSE_FO|50521,23989.15,21.646,1339.05,16120,34515.0,1283.1,1338.05,260,1342.05,260,36400.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,22650.0,PE,NSE_FO|50522,23989.15,21.646,0.05,6270485,747110.0,1.4,0.0,0,0.05,51285,748345.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,22700.0,CE,NSE_FO|50523,23989.15,43.3143,1291.7,37180,58110.0,1179.3,1291.7,65,1291.85,260,68510.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,22700.0,PE,NSE_FO|50527,23989.15,43.3143,0.05,20514780,2516995.0,1.4,0.0,0,0.05,266955,2917525.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,22750.0,CE,NSE_FO|50530,23989.15,21.5441,1241.4,3445,38350.0,1113.5,1238.05,325,1241.85,260,37960.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,22750.0,PE,NSE_FO|50531,23989.15,21.5441,0.05,10252385,826215.0,1.6,0.0,0,0.05,16185,904670.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,22800.0,CE,NSE_FO|50532,23989.15,32.2702,1191.55,25675,101270.0,1074.45,1187.7,260,1191.65,260,111605.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,22800.0,PE,NSE_FO|50533,23989.15,32.2702,0.05,43022525,3268005.0,1.7,0.0,0,0.05,197535,5968040.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,22850.0,CE,NSE_FO|50534,23989.15,22.279,1141.7,5655,49855.0,1031.65,1137.95,260,1141.55,260,49920.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,22850.0,PE,NSE_FO|50535,23989.15,22.279,0.05,14132040,1110720.0,1.8,0.0,0,0.05,111605,963690.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,22900.0,CE,NSE_FO|50538,23989.15,38.261,1090.0,127010,141960.0,965.25,1089.3,65,1090.0,2470,185055.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,22900.0,PE,NSE_FO|50539,23989.15,38.261,0.05,55050450,5431530.0,1.85,0.0,0,0.05,219635,3556540.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,22950.0,CE,NSE_FO|50542,23989.15,28.7584,1041.0,16835,102245.0,928.75,1038.0,65,1041.0,390,105755.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,22950.0,PE,NSE_FO|50543,23989.15,28.7584,0.05,26560755,2940405.0,2.05,0.0,0,0.05,211185,1610245.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,23000.0,CE,NSE_FO|50549,23989.15,18.7591,990.05,523575,470665.0,872.3,988.4,1170,989.95,1495,753610.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,23000.0,PE,NSE_FO|50550,23989.15,18.7591,0.05,100765405,8829275.0,2.25,0.0,0,0.05,15470,9991020.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,23050.0,CE,NSE_FO|50552,23989.15,17.2333,940.85,46605,119535.0,825.9,940.0,65,940.85,260,130325.0,0.0,0.0,0.0,1.0,0.0,99.0
2026-06-16,23050.0,PE,NSE_FO|50553,23989.15,17.2333,0.05,26176800,2059980.0,2.4,0.0,0,0.05,11635,1751685.0,0.0,0.0,0.0,0.0,500.0,0.0
2026-06-16,23100.0,CE,NSE_FO|50561,23989.15,13.051,889.0,175370,344045.0,772.0,889.1,1300,890.5,650,383110.0,0.0,0.0,0.0,1.0,0.0,99.0
