=== CUT-OFF CSV FILES (data ends before expiry day) ===
Total: 4,740
These CSVs have data, but the last bar is days before the actual expiry date.
The vendor needs to provide additional rows from <last_data_date> to <expiry>.

Format: SYMBOL  STRIKE  OPT  EXPIRY  LAST_DATA  DAYS_MISSING  ROWS  FILEPATH
NIFTY   14450  CE   2022-06-16    2022-06-14      2d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-16/NIFTY_14450_CE_16_JUN_22.csv
NIFTY   17150  PE   2022-06-16    2022-06-15      1d       6  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-16/NIFTY_17150_PE_16_JUN_22.csv
NIFTY   17450  PE   2022-06-16    2022-06-10      6d       3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-16/NIFTY_17450_PE_16_JUN_22.csv
NIFTY   17750  PE   2022-06-16    2022-06-14      2d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-16/NIFTY_17750_PE_16_JUN_22.csv
NIFTY   17850  PE   2022-06-16    2022-06-10      6d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-16/NIFTY_17850_PE_16_JUN_22.csv
NIFTY   17950  PE   2022-06-16    2022-06-10      6d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-16/NIFTY_17950_PE_16_JUN_22.csv
NIFTY   18250  PE   2022-06-16    2022-06-13      3d       3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-16/NIFTY_18250_PE_16_JUN_22.csv
NIFTY   18350  PE   2022-06-16    2022-06-15      1d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-16/NIFTY_18350_PE_16_JUN_22.csv
NIFTY   18550  PE   2022-06-16    2022-06-15      1d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-16/NIFTY_18550_PE_16_JUN_22.csv
NIFTY   18650  PE   2022-06-16    2022-06-15      1d       4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-16/NIFTY_18650_PE_16_JUN_22.csv
NIFTY   18700  PE   2022-06-16    2022-06-15      1d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-16/NIFTY_18700_PE_16_JUN_22.csv
NIFTY   18750  PE   2022-06-16    2022-06-14      2d       4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-16/NIFTY_18750_PE_16_JUN_22.csv
NIFTY   18900  PE   2022-06-16    2022-06-14      2d       4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-16/NIFTY_18900_PE_16_JUN_22.csv
NIFTY   18950  PE   2022-06-16    2022-06-15      1d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-16/NIFTY_18950_PE_16_JUN_22.csv
NIFTY   13900  CE   2022-06-23    2022-06-21      2d      13  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-23/NIFTY_13900_CE_23_JUN_22.csv
NIFTY   14150  CE   2022-06-23    2022-06-17      6d       3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-23/NIFTY_14150_CE_23_JUN_22.csv
NIFTY   14300  CE   2022-06-23    2022-06-22      1d      15  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-23/NIFTY_14300_CE_23_JUN_22.csv
NIFTY   16950  PE   2022-06-23    2022-06-17      6d       4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-23/NIFTY_16950_PE_23_JUN_22.csv
NIFTY   17050  PE   2022-06-23    2022-06-21      2d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-23/NIFTY_17050_PE_23_JUN_22.csv
NIFTY   18100  PE   2022-06-23    2022-06-22      1d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-23/NIFTY_18100_PE_23_JUN_22.csv
NIFTY   18300  PE   2022-06-23    2022-06-17      6d       5  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-23/NIFTY_18300_PE_23_JUN_22.csv
NIFTY   18400  PE   2022-06-23    2022-06-17      6d       3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-23/NIFTY_18400_PE_23_JUN_22.csv
NIFTY   18650  PE   2022-06-23    2022-06-17      6d       3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-23/NIFTY_18650_PE_23_JUN_22.csv
NIFTY   18700  PE   2022-06-23    2022-06-17      6d       3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-23/NIFTY_18700_PE_23_JUN_22.csv
NIFTY   18850  PE   2022-06-23    2022-06-22      1d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-23/NIFTY_18850_PE_23_JUN_22.csv
NIFTY   17850  PE   2022-06-30    2022-06-29      1d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-30/NIFTY_17850_PE_30_JUN_22.csv
NIFTY   18250  PE   2022-06-30    2022-06-28      2d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-30/NIFTY_18250_PE_30_JUN_22.csv
NIFTY   18550  PE   2022-06-30    2022-06-27      3d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-30/NIFTY_18550_PE_30_JUN_22.csv
NIFTY   18750  PE   2022-06-30    2022-06-28      2d       4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-30/NIFTY_18750_PE_30_JUN_22.csv
NIFTY   18850  PE   2022-06-30    2022-06-27      3d       3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-30/NIFTY_18850_PE_30_JUN_22.csv
NIFTY   18900  PE   2022-06-30    2022-06-28      2d       6  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-30/NIFTY_18900_PE_30_JUN_22.csv
NIFTY   18950  PE   2022-06-30    2022-06-28      2d       3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-30/NIFTY_18950_PE_30_JUN_22.csv
NIFTY   19250  PE   2022-06-30    2022-06-27      3d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-30/NIFTY_19250_PE_30_JUN_22.csv
NIFTY   19350  PE   2022-06-30    2022-06-28      2d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-30/NIFTY_19350_PE_30_JUN_22.csv
NIFTY   19450  PE   2022-06-30    2022-06-27      3d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-30/NIFTY_19450_PE_30_JUN_22.csv
NIFTY   19550  PE   2022-06-30    2022-06-29      1d       6  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-06-30/NIFTY_19550_PE_30_JUN_22.csv
NIFTY   14100  CE   2022-07-07    2022-07-04      3d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-07-07/NIFTY_14100_CE_07_JUL_22.csv
NIFTY   14550  CE   2022-07-07    2022-07-01      6d       4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-07-07/NIFTY_14550_CE_07_JUL_22.csv
NIFTY   14650  CE   2022-07-07    2022-07-01      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-07-07/NIFTY_14650_CE_07_JUL_22.csv
NIFTY   18200  PE   2022-07-07    2022-07-06      1d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-07-07/NIFTY_18200_PE_07_JUL_22.csv
NIFTY   14850  CE   2022-07-14    2022-07-12      2d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-07-14/NIFTY_14850_CE_14_JUL_22.csv
NIFTY   14900  CE   2022-07-14    2022-07-13      1d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-07-14/NIFTY_14900_CE_14_JUL_22.csv
NIFTY   17050  PE   2022-07-14    2022-07-13      1d       7  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-07-14/NIFTY_17050_PE_14_JUL_22.csv
NIFTY   14000  CE   2022-07-21    2022-07-20      1d       6  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-07-21/NIFTY_14000_CE_21_JUL_22.csv
NIFTY   14850  CE   2022-07-21    2022-07-19      2d       5  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-07-21/NIFTY_14850_CE_21_JUL_22.csv
NIFTY   14950  CE   2022-07-21    2022-07-18      3d       4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-07-21/NIFTY_14950_CE_21_JUL_22.csv
NIFTY   18100  PE   2022-07-21    2022-07-19      2d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-07-21/NIFTY_18100_PE_21_JUL_22.csv
NIFTY   13850  CE   2022-07-28    2022-07-27      1d       4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-07-28/NIFTY_13850_CE_28_JUL_22.csv
NIFTY   13900  CE   2022-07-28    2022-07-27      1d      10  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-07-28/NIFTY_13900_CE_28_JUL_22.csv
NIFTY   14050  CE   2022-07-28    2022-07-26      2d       6  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-07-28/NIFTY_14050_CE_28_JUL_22.csv
NIFTY   14150  CE   2022-07-28    2022-07-26      2d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-07-28/NIFTY_14150_CE_28_JUL_22.csv
NIFTY   14250  CE   2022-07-28    2022-07-26      2d       7  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-07-28/NIFTY_14250_CE_28_JUL_22.csv
NIFTY   14550  CE   2022-07-28    2022-07-27      1d      10  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-07-28/NIFTY_14550_CE_28_JUL_22.csv
NIFTY   18050  PE   2022-07-28    2022-07-25      3d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-07-28/NIFTY_18050_PE_28_JUL_22.csv
NIFTY   18250  PE   2022-07-28    2022-07-27      1d       6  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-07-28/NIFTY_18250_PE_28_JUL_22.csv
NIFTY   18450  PE   2022-07-28    2022-07-27      1d       9  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-07-28/NIFTY_18450_PE_28_JUL_22.csv
NIFTY   14900  CE   2022-08-04    2022-08-02      2d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-08-04/NIFTY_14900_CE_04_AUG_22.csv
NIFTY   15450  CE   2022-08-04    2022-08-02      2d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-08-04/NIFTY_15450_CE_04_AUG_22.csv
NIFTY   15650  CE   2022-08-04    2022-08-03      1d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-08-04/NIFTY_15650_CE_04_AUG_22.csv
NIFTY   18350  PE   2022-08-04    2022-08-03      1d       9  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-08-04/NIFTY_18350_PE_04_AUG_22.csv
NIFTY   15100  CE   2022-08-11    2022-08-10      1d       5  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-08-11/NIFTY_15100_CE_11_AUG_22.csv
NIFTY   18550  PE   2022-08-11    2022-08-05      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-08-11/NIFTY_18550_PE_11_AUG_22.csv
NIFTY   18700  PE   2022-08-11    2022-08-08      3d      11  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-08-11/NIFTY_18700_PE_11_AUG_22.csv
NIFTY   18750  PE   2022-08-11    2022-08-05      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-08-11/NIFTY_18750_PE_11_AUG_22.csv
NIFTY   18850  PE   2022-08-11    2022-08-05      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-08-11/NIFTY_18850_PE_11_AUG_22.csv
NIFTY   14950  CE   2022-08-18    2022-08-16      2d       3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-08-18/NIFTY_14950_CE_18_AUG_22.csv
NIFTY   16050  CE   2022-08-18    2022-08-16      2d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-08-18/NIFTY_16050_CE_18_AUG_22.csv
NIFTY   16350  CE   2022-08-18    2022-08-17      1d       7  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-08-18/NIFTY_16350_CE_18_AUG_22.csv
NIFTY   18650  PE   2022-08-18    2022-08-16      2d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-08-18/NIFTY_18650_PE_18_AUG_22.csv
NIFTY   18850  PE   2022-08-18    2022-08-17      1d       4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-08-18/NIFTY_18850_PE_18_AUG_22.csv
NIFTY   19050  PE   2022-08-18    2022-08-17      1d       5  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-08-18/NIFTY_19050_PE_18_AUG_22.csv
NIFTY   19100  PE   2022-08-18    2022-08-17      1d      10  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-08-18/NIFTY_19100_PE_18_AUG_22.csv
NIFTY   14200  CE   2022-08-25    2022-08-22      3d       4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-08-25/NIFTY_14200_CE_25_AUG_22.csv
NIFTY   14400  CE   2022-08-25    2022-08-22      3d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-08-25/NIFTY_14400_CE_25_AUG_22.csv
NIFTY   14850  CE   2022-08-25    2022-08-24      1d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-08-25/NIFTY_14850_CE_25_AUG_22.csv
NIFTY   15050  CE   2022-08-25    2022-08-22      3d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-08-25/NIFTY_15050_CE_25_AUG_22.csv
NIFTY   15350  CE   2022-08-25    2022-08-19      6d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-08-25/NIFTY_15350_CE_25_AUG_22.csv
NIFTY   15750  CE   2022-08-25    2022-08-22      3d       4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-08-25/NIFTY_15750_CE_25_AUG_22.csv
NIFTY   18550  PE   2022-08-25    2022-08-24      1d      15  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-08-25/NIFTY_18550_PE_25_AUG_22.csv
NIFTY   18650  PE   2022-08-25    2022-08-23      2d       7  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-08-25/NIFTY_18650_PE_25_AUG_22.csv
NIFTY   18850  PE   2022-08-25    2022-08-22      3d       3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-08-25/NIFTY_18850_PE_25_AUG_22.csv
NIFTY   18950  PE   2022-08-25    2022-08-22      3d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-08-25/NIFTY_18950_PE_25_AUG_22.csv
NIFTY   15800  CE   2022-09-01    2022-08-30      2d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-01/NIFTY_15800_CE_01_SEP_22.csv
NIFTY   15850  CE   2022-09-01    2022-08-29      3d       4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-01/NIFTY_15850_CE_01_SEP_22.csv
NIFTY   18900  PE   2022-09-01    2022-08-26      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-01/NIFTY_18900_PE_01_SEP_22.csv
NIFTY   19100  PE   2022-09-01    2022-08-30      2d       6  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-01/NIFTY_19100_PE_01_SEP_22.csv
NIFTY   19300  PE   2022-09-01    2022-08-26      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-01/NIFTY_19300_PE_01_SEP_22.csv
NIFTY   15700  CE   2022-09-08    2022-09-02      6d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-08/NIFTY_15700_CE_08_SEP_22.csv
NIFTY   15750  CE   2022-09-08    2022-09-06      2d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-08/NIFTY_15750_CE_08_SEP_22.csv
NIFTY   16050  CE   2022-09-08    2022-09-02      6d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-08/NIFTY_16050_CE_08_SEP_22.csv
NIFTY   16250  CE   2022-09-08    2022-09-07      1d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-08/NIFTY_16250_CE_08_SEP_22.csv
NIFTY   18550  PE   2022-09-08    2022-09-05      3d       5  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-08/NIFTY_18550_PE_08_SEP_22.csv
NIFTY   18650  PE   2022-09-08    2022-09-06      2d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-08/NIFTY_18650_PE_08_SEP_22.csv
NIFTY   19300  PE   2022-09-08    2022-09-06      2d       4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-08/NIFTY_19300_PE_08_SEP_22.csv
NIFTY   19400  PE   2022-09-08    2022-09-02      6d       3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-08/NIFTY_19400_PE_08_SEP_22.csv
NIFTY   14100  CE   2022-09-15    2022-09-14      1d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-15/NIFTY_14100_CE_15_SEP_22.csv
NIFTY   15850  CE   2022-09-15    2022-09-09      6d       3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-15/NIFTY_15850_CE_15_SEP_22.csv
NIFTY   16100  CE   2022-09-15    2022-09-13      2d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-15/NIFTY_16100_CE_15_SEP_22.csv
NIFTY   16250  CE   2022-09-15    2022-09-14      1d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-15/NIFTY_16250_CE_15_SEP_22.csv
NIFTY   16550  CE   2022-09-15    2022-09-14      1d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-15/NIFTY_16550_CE_15_SEP_22.csv
NIFTY   19100  PE   2022-09-15    2022-09-13      2d       4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-15/NIFTY_19100_PE_15_SEP_22.csv
NIFTY   14550  CE   2022-09-22    2022-09-21      1d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-22/NIFTY_14550_CE_22_SEP_22.csv
NIFTY   15900  CE   2022-09-22    2022-09-19      3d      17  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-22/NIFTY_15900_CE_22_SEP_22.csv
NIFTY   16550  CE   2022-09-22    2022-09-21      1d       4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-22/NIFTY_16550_CE_22_SEP_22.csv
NIFTY   18550  PE   2022-09-22    2022-09-21      1d      22  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-22/NIFTY_18550_PE_22_SEP_22.csv
NIFTY   18650  PE   2022-09-22    2022-09-20      2d       9  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-22/NIFTY_18650_PE_22_SEP_22.csv
NIFTY   18850  PE   2022-09-22    2022-09-16      6d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-22/NIFTY_18850_PE_22_SEP_22.csv
NIFTY   19300  PE   2022-09-22    2022-09-20      2d       6  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-22/NIFTY_19300_PE_22_SEP_22.csv
NIFTY   14750  CE   2022-09-29    2022-09-28      1d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-29/NIFTY_14750_CE_29_SEP_22.csv
NIFTY   15250  CE   2022-09-29    2022-09-27      2d       3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-29/NIFTY_15250_CE_29_SEP_22.csv
NIFTY   15550  CE   2022-09-29    2022-09-23      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-29/NIFTY_15550_CE_29_SEP_22.csv
NIFTY   15950  CE   2022-09-29    2022-09-28      1d      11  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-29/NIFTY_15950_CE_29_SEP_22.csv
NIFTY   18450  PE   2022-09-29    2022-09-28      1d      16  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-29/NIFTY_18450_PE_29_SEP_22.csv
NIFTY   18550  PE   2022-09-29    2022-09-28      1d      18  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-29/NIFTY_18550_PE_29_SEP_22.csv
NIFTY   18650  PE   2022-09-29    2022-09-27      2d      11  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-29/NIFTY_18650_PE_29_SEP_22.csv
NIFTY   18850  PE   2022-09-29    2022-09-28      1d       3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-29/NIFTY_18850_PE_29_SEP_22.csv
NIFTY   19150  PE   2022-09-29    2022-09-27      2d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-29/NIFTY_19150_PE_29_SEP_22.csv
NIFTY   19250  PE   2022-09-29    2022-09-26      3d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-09-29/NIFTY_19250_PE_29_SEP_22.csv
NIFTY   14400  CE   2022-10-06    2022-09-30      6d       5  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-06/NIFTY_14400_CE_06_OCT_22.csv
NIFTY   14450  CE   2022-10-06    2022-09-30      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-06/NIFTY_14450_CE_06_OCT_22.csv
NIFTY   14550  CE   2022-10-06    2022-09-30      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-06/NIFTY_14550_CE_06_OCT_22.csv
NIFTY   14600  CE   2022-10-06    2022-09-30      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-06/NIFTY_14600_CE_06_OCT_22.csv
NIFTY   14850  CE   2022-10-06    2022-09-30      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-06/NIFTY_14850_CE_06_OCT_22.csv
NIFTY   14900  CE   2022-10-06    2022-09-30      6d       3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-06/NIFTY_14900_CE_06_OCT_22.csv
NIFTY   15050  CE   2022-10-06    2022-09-30      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-06/NIFTY_15050_CE_06_OCT_22.csv
NIFTY   15600  CE   2022-10-06    2022-09-30      6d       3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-06/NIFTY_15600_CE_06_OCT_22.csv
NIFTY   15750  CE   2022-10-06    2022-09-30      6d       3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-06/NIFTY_15750_CE_06_OCT_22.csv
NIFTY   16050  CE   2022-10-06    2022-09-30      6d       3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-06/NIFTY_16050_CE_06_OCT_22.csv
NIFTY   19450  PE   2022-10-06    2022-10-03      3d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-06/NIFTY_19450_PE_06_OCT_22.csv
NIFTY   19750  PE   2022-10-06    2022-09-30      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-06/NIFTY_19750_PE_06_OCT_22.csv
NIFTY   19800  PE   2022-10-06    2022-09-30      6d       3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-06/NIFTY_19800_PE_06_OCT_22.csv
NIFTY   19900  PE   2022-10-06    2022-09-30      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-06/NIFTY_19900_PE_06_OCT_22.csv
NIFTY   19950  PE   2022-10-06    2022-09-30      6d       3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-06/NIFTY_19950_PE_06_OCT_22.csv
NIFTY   20000  PE   2022-10-06    2022-10-03      3d       5  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-06/NIFTY_20000_PE_06_OCT_22.csv
NIFTY   20400  PE   2022-10-06    2022-09-30      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-06/NIFTY_20400_PE_06_OCT_22.csv
NIFTY   14950  CE   2022-10-13    2022-10-10      3d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-13/NIFTY_14950_CE_13_OCT_22.csv
NIFTY   15500  CE   2022-10-13    2022-10-12      1d       5  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-13/NIFTY_15500_CE_13_OCT_22.csv
NIFTY   15700  CE   2022-10-13    2022-10-10      3d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-13/NIFTY_15700_CE_13_OCT_22.csv
NIFTY   18250  PE   2022-10-13    2022-10-11      2d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-13/NIFTY_18250_PE_13_OCT_22.csv
NIFTY   18350  PE   2022-10-13    2022-10-11      2d       3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-13/NIFTY_18350_PE_13_OCT_22.csv
NIFTY   19500  PE   2022-10-13    2022-10-12      1d       6  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-13/NIFTY_19500_PE_13_OCT_22.csv
NIFTY   20000  PE   2022-10-13    2022-10-11      2d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-13/NIFTY_20000_PE_13_OCT_22.csv
NIFTY   20400  PE   2022-10-13    2022-10-11      2d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-13/NIFTY_20400_PE_13_OCT_22.csv
NIFTY   15200  CE   2022-10-20    2022-10-19      1d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-20/NIFTY_15200_CE_20_OCT_22.csv
NIFTY   15400  CE   2022-10-20    2022-10-19      1d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-20/NIFTY_15400_CE_20_OCT_22.csv
NIFTY   15700  CE   2022-10-20    2022-10-14      6d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-20/NIFTY_15700_CE_20_OCT_22.csv
NIFTY   16050  CE   2022-10-20    2022-10-17      3d       3  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-20/NIFTY_16050_CE_20_OCT_22.csv
NIFTY   16250  CE   2022-10-20    2022-10-17      3d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-20/NIFTY_16250_CE_20_OCT_22.csv
NIFTY   16450  CE   2022-10-20    2022-10-17      3d      23  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-20/NIFTY_16450_CE_20_OCT_22.csv
NIFTY   18350  PE   2022-10-20    2022-10-14      6d       5  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-20/NIFTY_18350_PE_20_OCT_22.csv
NIFTY   18600  PE   2022-10-20    2022-10-19      1d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-20/NIFTY_18600_PE_20_OCT_22.csv
NIFTY   19000  PE   2022-10-20    2022-10-18      2d       7  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-20/NIFTY_19000_PE_20_OCT_22.csv
NIFTY   20050  PE   2022-10-20    2022-10-19      1d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-20/NIFTY_20050_PE_20_OCT_22.csv
NIFTY   20300  PE   2022-10-20    2022-10-14      6d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-20/NIFTY_20300_PE_20_OCT_22.csv
NIFTY   15550  CE   2022-10-27    2022-10-25      2d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-27/NIFTY_15550_CE_27_OCT_22.csv
NIFTY   16150  CE   2022-10-27    2022-10-25      2d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-27/NIFTY_16150_CE_27_OCT_22.csv
NIFTY   18550  PE   2022-10-27    2022-10-21      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-27/NIFTY_18550_PE_27_OCT_22.csv
NIFTY   18750  PE   2022-10-27    2022-10-25      2d       4  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-27/NIFTY_18750_PE_27_OCT_22.csv
NIFTY   18850  PE   2022-10-27    2022-10-25      2d       1  Backtesting Options Data/nifty 2014-2024 mid/2022/2022-10-27/NIFTY_18850_PE_27_OCT_22.csv
