=== CUT-OFF CSV FILES (data ends before expiry day) ===
Total: 4,740
These CSVs have data, but the last bar is days before the actual expiry date.
The vendor needs to provide additional rows from <last_data_date> to <expiry>.

Format: SYMBOL  STRIKE  OPT  EXPIRY  LAST_DATA  DAYS_MISSING  ROWS  FILEPATH
NIFTY   16050  PE   2021-03-04    2021-03-02      2d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-03-04/NIFTY_16050_PE_04_MAR_21.csv
NIFTY   16800  PE   2021-03-04    2021-03-02      2d      13  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-03-04/NIFTY_16800_PE_04_MAR_21.csv
NIFTY   12500  CE   2021-03-10    2021-03-09      1d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-03-10/NIFTY_12500_CE_10_MAR_21.csv
NIFTY   14050  CE   2021-03-10    2021-03-09      1d       5  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-03-10/NIFTY_14050_CE_10_MAR_21.csv
NIFTY   15900  PE   2021-03-10    2021-03-09      1d      11  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-03-10/NIFTY_15900_PE_10_MAR_21.csv
NIFTY   16050  PE   2021-03-10    2021-03-09      1d       6  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-03-10/NIFTY_16050_PE_10_MAR_21.csv
NIFTY   16150  PE   2021-03-10    2021-03-09      1d      14  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-03-10/NIFTY_16150_PE_10_MAR_21.csv
NIFTY   16200  PE   2021-03-10    2021-03-09      1d      22  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-03-10/NIFTY_16200_PE_10_MAR_21.csv
NIFTY   16400  PE   2021-03-10    2021-03-08      2d      13  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-03-10/NIFTY_16400_PE_10_MAR_21.csv
NIFTY   16500  PE   2021-03-10    2021-03-09      1d      18  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-03-10/NIFTY_16500_PE_10_MAR_21.csv
NIFTY   12500  CE   2021-03-18    2021-03-17      1d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-03-18/NIFTY_12500_CE_18_MAR_21.csv
NIFTY   16050  PE   2021-03-18    2021-03-15      3d       8  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-03-18/NIFTY_16050_PE_18_MAR_21.csv
NIFTY   16150  PE   2021-03-18    2021-03-16      2d      12  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-03-18/NIFTY_16150_PE_18_MAR_21.csv
NIFTY   16200  PE   2021-03-18    2021-03-17      1d      26  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-03-18/NIFTY_16200_PE_18_MAR_21.csv
NIFTY   16300  PE   2021-03-18    2021-03-12      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-03-18/NIFTY_16300_PE_18_MAR_21.csv
NIFTY   16700  PE   2021-03-18    2021-03-16      2d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-03-18/NIFTY_16700_PE_18_MAR_21.csv
NIFTY   15750  PE   2021-03-25    2021-03-23      2d      28  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-03-25/NIFTY_15750_PE_25_MAR_21.csv
NIFTY   16050  PE   2021-03-25    2021-03-23      2d      16  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-03-25/NIFTY_16050_PE_25_MAR_21.csv
NIFTY   16350  PE   2021-03-25    2021-03-15     10d       4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-03-25/NIFTY_16350_PE_25_MAR_21.csv
NIFTY   16550  PE   2021-03-25    2021-03-24      1d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-03-25/NIFTY_16550_PE_25_MAR_21.csv
NIFTY   12500  CE   2021-04-01    2021-03-26      6d       4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-01/NIFTY_12500_CE_01_APR_21.csv
NIFTY   12600  CE   2021-04-01    2021-03-30      2d       3  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-01/NIFTY_12600_CE_01_APR_21.csv
NIFTY   12700  CE   2021-04-01    2021-03-31      1d       9  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-01/NIFTY_12700_CE_01_APR_21.csv
NIFTY   12750  CE   2021-04-01    2021-03-26      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-01/NIFTY_12750_CE_01_APR_21.csv
NIFTY   12800  CE   2021-04-01    2021-03-31      1d       3  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-01/NIFTY_12800_CE_01_APR_21.csv
NIFTY   12900  CE   2021-04-01    2021-03-26      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-01/NIFTY_12900_CE_01_APR_21.csv
NIFTY   13050  CE   2021-04-01    2021-03-26      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-01/NIFTY_13050_CE_01_APR_21.csv
NIFTY   13150  CE   2021-04-01    2021-03-31      1d       3  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-01/NIFTY_13150_CE_01_APR_21.csv
NIFTY   13250  CE   2021-04-01    2021-03-31      1d       3  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-01/NIFTY_13250_CE_01_APR_21.csv
NIFTY   13300  CE   2021-04-01    2021-03-26      6d       4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-01/NIFTY_13300_CE_01_APR_21.csv
NIFTY   13350  CE   2021-04-01    2021-03-31      1d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-01/NIFTY_13350_CE_01_APR_21.csv
NIFTY   13400  CE   2021-04-01    2021-03-26      6d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-01/NIFTY_13400_CE_01_APR_21.csv
NIFTY   13550  CE   2021-04-01    2021-03-31      1d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-01/NIFTY_13550_CE_01_APR_21.csv
NIFTY   13650  CE   2021-04-01    2021-03-31      1d       4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-01/NIFTY_13650_CE_01_APR_21.csv
NIFTY   13750  CE   2021-04-01    2021-03-31      1d      14  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-01/NIFTY_13750_CE_01_APR_21.csv
NIFTY   13950  CE   2021-04-01    2021-03-31      1d      30  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-01/NIFTY_13950_CE_01_APR_21.csv
NIFTY   15650  PE   2021-04-01    2021-03-31      1d       5  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-01/NIFTY_15650_PE_01_APR_21.csv
NIFTY   15850  PE   2021-04-01    2021-03-31      1d       5  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-01/NIFTY_15850_PE_01_APR_21.csv
NIFTY   16400  PE   2021-04-01    2021-03-26      6d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-01/NIFTY_16400_PE_01_APR_21.csv
NIFTY   16500  PE   2021-04-01    2021-03-30      2d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-01/NIFTY_16500_PE_01_APR_21.csv
NIFTY   16550  PE   2021-04-01    2021-03-30      2d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-01/NIFTY_16550_PE_01_APR_21.csv
NIFTY   16600  PE   2021-04-01    2021-03-26      6d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-01/NIFTY_16600_PE_01_APR_21.csv
NIFTY   16800  PE   2021-04-01    2021-03-30      2d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-01/NIFTY_16800_PE_01_APR_21.csv
NIFTY   12800  CE   2021-04-08    2021-04-07      1d       8  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-08/NIFTY_12800_CE_08_APR_21.csv
NIFTY   12850  CE   2021-04-08    2021-04-07      1d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-08/NIFTY_12850_CE_08_APR_21.csv
NIFTY   12900  CE   2021-04-08    2021-04-05      3d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-08/NIFTY_12900_CE_08_APR_21.csv
NIFTY   12950  CE   2021-04-08    2021-04-07      1d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-08/NIFTY_12950_CE_08_APR_21.csv
NIFTY   13050  CE   2021-04-08    2021-04-06      2d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-08/NIFTY_13050_CE_08_APR_21.csv
NIFTY   13150  CE   2021-04-08    2021-04-06      2d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-08/NIFTY_13150_CE_08_APR_21.csv
NIFTY   13250  CE   2021-04-08    2021-04-06      2d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-08/NIFTY_13250_CE_08_APR_21.csv
NIFTY   13300  CE   2021-04-08    2021-04-06      2d       5  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-08/NIFTY_13300_CE_08_APR_21.csv
NIFTY   13350  CE   2021-04-08    2021-04-06      2d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-08/NIFTY_13350_CE_08_APR_21.csv
NIFTY   13450  CE   2021-04-08    2021-04-06      2d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-08/NIFTY_13450_CE_08_APR_21.csv
NIFTY   13550  CE   2021-04-08    2021-04-06      2d       3  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-08/NIFTY_13550_CE_08_APR_21.csv
NIFTY   13650  CE   2021-04-08    2021-04-06      2d       7  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-08/NIFTY_13650_CE_08_APR_21.csv
NIFTY   15650  PE   2021-04-08    2021-04-07      1d       8  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-08/NIFTY_15650_PE_08_APR_21.csv
NIFTY   15750  PE   2021-04-08    2021-04-07      1d       5  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-08/NIFTY_15750_PE_08_APR_21.csv
NIFTY   16100  PE   2021-04-08    2021-04-05      3d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-08/NIFTY_16100_PE_08_APR_21.csv
NIFTY   16300  PE   2021-04-08    2021-04-05      3d       6  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-08/NIFTY_16300_PE_08_APR_21.csv
NIFTY   16350  PE   2021-04-08    2021-04-07      1d       5  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-08/NIFTY_16350_PE_08_APR_21.csv
NIFTY   16700  PE   2021-04-08    2021-04-05      3d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-08/NIFTY_16700_PE_08_APR_21.csv
NIFTY   16750  PE   2021-04-08    2021-04-07      1d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-08/NIFTY_16750_PE_08_APR_21.csv
NIFTY   12950  CE   2021-04-15    2021-04-12      3d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-15/NIFTY_12950_CE_15_APR_21.csv
NIFTY   13300  CE   2021-04-15    2021-04-13      2d      11  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-15/NIFTY_13300_CE_15_APR_21.csv
NIFTY   15850  PE   2021-04-15    2021-04-12      3d       4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-15/NIFTY_15850_PE_15_APR_21.csv
NIFTY   15950  PE   2021-04-15    2021-04-12      3d      11  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-15/NIFTY_15950_PE_15_APR_21.csv
NIFTY   16100  PE   2021-04-15    2021-04-09      6d       5  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-15/NIFTY_16100_PE_15_APR_21.csv
NIFTY   16250  PE   2021-04-15    2021-04-12      3d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-15/NIFTY_16250_PE_15_APR_21.csv
NIFTY   16350  CE   2021-04-15    2021-04-13      2d     102  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-15/NIFTY_16350_CE_15_APR_21.csv
NIFTY   16500  PE   2021-04-15    2021-04-12      3d      13  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-15/NIFTY_16500_PE_15_APR_21.csv
NIFTY   16700  PE   2021-04-15    2021-04-12      3d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-15/NIFTY_16700_PE_15_APR_21.csv
NIFTY   12950  CE   2021-04-22    2021-04-19      3d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-22/NIFTY_12950_CE_22_APR_21.csv
NIFTY   13050  CE   2021-04-22    2021-04-20      2d      10  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-22/NIFTY_13050_CE_22_APR_21.csv
NIFTY   15350  PE   2021-04-22    2021-04-20      2d      14  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-22/NIFTY_15350_PE_22_APR_21.csv
NIFTY   15450  PE   2021-04-22    2021-04-20      2d      10  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-22/NIFTY_15450_PE_22_APR_21.csv
NIFTY   15650  PE   2021-04-22    2021-04-16      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-22/NIFTY_15650_PE_22_APR_21.csv
NIFTY   12250  CE   2021-04-29    2021-04-27      2d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-29/NIFTY_12250_CE_29_APR_21.csv
NIFTY   12550  CE   2021-04-29    2021-04-23      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-29/NIFTY_12550_CE_29_APR_21.csv
NIFTY   12650  CE   2021-04-29    2021-04-23      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-29/NIFTY_12650_CE_29_APR_21.csv
NIFTY   12750  CE   2021-04-29    2021-04-23      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-29/NIFTY_12750_CE_29_APR_21.csv
NIFTY   12850  CE   2021-04-29    2021-04-28      1d       7  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-29/NIFTY_12850_CE_29_APR_21.csv
NIFTY   12950  CE   2021-04-29    2021-04-26      3d       5  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-29/NIFTY_12950_CE_29_APR_21.csv
NIFTY   13350  CE   2021-04-29    2021-04-28      1d       9  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-29/NIFTY_13350_CE_29_APR_21.csv
NIFTY   13750  CE   2021-04-29    2021-04-28      1d      15  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-29/NIFTY_13750_CE_29_APR_21.csv
NIFTY   15750  PE   2021-04-29    2021-04-26      3d       4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-29/NIFTY_15750_PE_29_APR_21.csv
NIFTY   15850  PE   2021-04-29    2021-04-26      3d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-29/NIFTY_15850_PE_29_APR_21.csv
NIFTY   16450  PE   2021-04-29    2021-04-23      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-29/NIFTY_16450_PE_29_APR_21.csv
NIFTY   16700  PE   2021-04-29    2021-04-28      1d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-04-29/NIFTY_16700_PE_29_APR_21.csv
NIFTY   12800  CE   2021-05-06    2021-05-05      1d       8  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-06/NIFTY_12800_CE_06_MAY_21.csv
NIFTY   12950  CE   2021-05-06    2021-05-05      1d       5  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-06/NIFTY_12950_CE_06_MAY_21.csv
NIFTY   13050  CE   2021-05-06    2021-05-05      1d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-06/NIFTY_13050_CE_06_MAY_21.csv
NIFTY   13100  CE   2021-05-06    2021-05-05      1d       5  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-06/NIFTY_13100_CE_06_MAY_21.csv
NIFTY   13150  CE   2021-05-06    2021-05-05      1d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-06/NIFTY_13150_CE_06_MAY_21.csv
NIFTY   13200  CE   2021-05-06    2021-05-05      1d      21  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-06/NIFTY_13200_CE_06_MAY_21.csv
NIFTY   13250  CE   2021-05-06    2021-05-05      1d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-06/NIFTY_13250_CE_06_MAY_21.csv
NIFTY   13300  CE   2021-05-06    2021-05-04      2d       4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-06/NIFTY_13300_CE_06_MAY_21.csv
NIFTY   13450  CE   2021-05-06    2021-05-05      1d       3  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-06/NIFTY_13450_CE_06_MAY_21.csv
NIFTY   13550  CE   2021-05-06    2021-05-05      1d      22  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-06/NIFTY_13550_CE_06_MAY_21.csv
NIFTY   13650  CE   2021-05-06    2021-05-05      1d      10  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-06/NIFTY_13650_CE_06_MAY_21.csv
NIFTY   13750  CE   2021-05-06    2021-05-05      1d       6  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-06/NIFTY_13750_CE_06_MAY_21.csv
NIFTY   15850  PE   2021-05-06    2021-05-04      2d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-06/NIFTY_15850_PE_06_MAY_21.csv
NIFTY   15900  PE   2021-05-06    2021-05-05      1d      17  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-06/NIFTY_15900_PE_06_MAY_21.csv
NIFTY   16100  PE   2021-05-06    2021-05-04      2d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-06/NIFTY_16100_PE_06_MAY_21.csv
NIFTY   16500  PE   2021-05-06    2021-05-05      1d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-06/NIFTY_16500_PE_06_MAY_21.csv
NIFTY   16650  PE   2021-05-06    2021-05-05      1d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-06/NIFTY_16650_PE_06_MAY_21.csv
NIFTY   14050  CE   2021-05-12    2021-05-07      5d      13  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-12/NIFTY_14050_CE_12_MAY_21.csv
NIFTY   15550  PE   2021-05-12    2021-05-11      1d       6  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-12/NIFTY_15550_PE_12_MAY_21.csv
NIFTY   15850  PE   2021-05-12    2021-05-10      2d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-12/NIFTY_15850_PE_12_MAY_21.csv
NIFTY   15900  PE   2021-05-12    2021-05-11      1d       6  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-12/NIFTY_15900_PE_12_MAY_21.csv
NIFTY   16650  PE   2021-05-12    2021-05-10      2d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-12/NIFTY_16650_PE_12_MAY_21.csv
NIFTY   13200  CE   2021-05-20    2021-05-19      1d       3  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-20/NIFTY_13200_CE_20_MAY_21.csv
NIFTY   13300  CE   2021-05-20    2021-05-14      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-20/NIFTY_13300_CE_20_MAY_21.csv
NIFTY   13400  CE   2021-05-20    2021-05-14      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-20/NIFTY_13400_CE_20_MAY_21.csv
NIFTY   13600  CE   2021-05-20    2021-05-14      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-20/NIFTY_13600_CE_20_MAY_21.csv
NIFTY   13650  CE   2021-05-20    2021-05-14      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-20/NIFTY_13650_CE_20_MAY_21.csv
NIFTY   13750  CE   2021-05-20    2021-05-14      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-20/NIFTY_13750_CE_20_MAY_21.csv
NIFTY   13850  CE   2021-05-20    2021-05-19      1d       6  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-20/NIFTY_13850_CE_20_MAY_21.csv
NIFTY   13050  CE   2021-05-27    2021-05-26      1d       4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-27/NIFTY_13050_CE_27_MAY_21.csv
NIFTY   13150  CE   2021-05-27    2021-05-24      3d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-27/NIFTY_13150_CE_27_MAY_21.csv
NIFTY   16350  PE   2021-05-27    2021-05-26      1d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-27/NIFTY_16350_PE_27_MAY_21.csv
NIFTY   16750  PE   2021-05-27    2021-05-26      1d       9  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-05-27/NIFTY_16750_PE_27_MAY_21.csv
NIFTY   13600  CE   2021-06-03    2021-05-31      3d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-03/NIFTY_13600_CE_03_JUN_21.csv
NIFTY   13700  CE   2021-06-03    2021-05-28      6d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-03/NIFTY_13700_CE_03_JUN_21.csv
NIFTY   13850  CE   2021-06-03    2021-06-02      1d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-03/NIFTY_13850_CE_03_JUN_21.csv
NIFTY   14100  CE   2021-06-03    2021-06-02      1d       5  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-03/NIFTY_14100_CE_03_JUN_21.csv
NIFTY   14150  CE   2021-06-03    2021-05-28      6d       3  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-03/NIFTY_14150_CE_03_JUN_21.csv
NIFTY   12800  CE   2021-06-10    2021-06-09      1d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-10/NIFTY_12800_CE_10_JUN_21.csv
NIFTY   12850  CE   2021-06-10    2021-06-07      3d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-10/NIFTY_12850_CE_10_JUN_21.csv
NIFTY   13450  PE   2021-06-10    2021-06-09      1d      56  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-10/NIFTY_13450_PE_10_JUN_21.csv
NIFTY   13600  CE   2021-06-10    2021-06-09      1d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-10/NIFTY_13600_CE_10_JUN_21.csv
NIFTY   13700  CE   2021-06-10    2021-06-09      1d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-10/NIFTY_13700_CE_10_JUN_21.csv
NIFTY   13800  CE   2021-06-10    2021-06-09      1d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-10/NIFTY_13800_CE_10_JUN_21.csv
NIFTY   13900  CE   2021-06-10    2021-06-09      1d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-10/NIFTY_13900_CE_10_JUN_21.csv
NIFTY   14100  CE   2021-06-10    2021-06-09      1d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-10/NIFTY_14100_CE_10_JUN_21.csv
NIFTY   14150  CE   2021-06-10    2021-06-04      6d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-10/NIFTY_14150_CE_10_JUN_21.csv
NIFTY   16750  PE   2021-06-10    2021-06-08      2d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-10/NIFTY_16750_PE_10_JUN_21.csv
NIFTY   16800  PE   2021-06-10    2021-06-09      1d      15  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-10/NIFTY_16800_PE_10_JUN_21.csv
NIFTY   16900  PE   2021-06-10    2021-06-08      2d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-10/NIFTY_16900_PE_10_JUN_21.csv
NIFTY   13850  PE   2021-06-17    2021-06-16      1d      21  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-17/NIFTY_13850_PE_17_JUN_21.csv
NIFTY   13900  CE   2021-06-17    2021-06-15      2d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-17/NIFTY_13900_CE_17_JUN_21.csv
NIFTY   14100  CE   2021-06-17    2021-06-14      3d       4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-17/NIFTY_14100_CE_17_JUN_21.csv
NIFTY   16900  PE   2021-06-17    2021-06-16      1d       8  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-17/NIFTY_16900_PE_17_JUN_21.csv
NIFTY   16950  PE   2021-06-17    2021-06-16      1d      14  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-17/NIFTY_16950_PE_17_JUN_21.csv
NIFTY   17050  PE   2021-06-17    2021-06-14      3d      19  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-17/NIFTY_17050_PE_17_JUN_21.csv
NIFTY   17100  PE   2021-06-17    2021-06-16      1d       5  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-17/NIFTY_17100_PE_17_JUN_21.csv
NIFTY   17150  PE   2021-06-17    2021-06-16      1d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-17/NIFTY_17150_PE_17_JUN_21.csv
NIFTY   17200  PE   2021-06-17    2021-06-16      1d      17  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-17/NIFTY_17200_PE_17_JUN_21.csv
NIFTY   17250  PE   2021-06-17    2021-06-14      3d      16  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-17/NIFTY_17250_PE_17_JUN_21.csv
NIFTY    9700  PE   2021-06-24    2021-06-22      2d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-24/NIFTY_9700_PE_24_JUN_21.csv
NIFTY   10100  PE   2021-06-24    2021-06-23      1d      24  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-24/NIFTY_10100_PE_24_JUN_21.csv
NIFTY   10100  CE   2021-06-24    2021-06-23      1d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-24/NIFTY_10100_CE_24_JUN_21.csv
NIFTY   10200  PE   2021-06-24    2021-06-21      3d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-24/NIFTY_10200_PE_24_JUN_21.csv
NIFTY   10400  CE   2021-06-24    2021-06-22      2d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-24/NIFTY_10400_CE_24_JUN_21.csv
NIFTY   10600  CE   2021-06-24    2021-06-21      3d       2  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-24/NIFTY_10600_CE_24_JUN_21.csv
NIFTY   10600  PE   2021-06-24    2021-06-21      3d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-24/NIFTY_10600_PE_24_JUN_21.csv
NIFTY   10800  PE   2021-06-24    2021-06-22      2d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-24/NIFTY_10800_PE_24_JUN_21.csv
NIFTY   10900  CE   2021-06-24    2021-06-23      1d       1  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-24/NIFTY_10900_CE_24_JUN_21.csv
NIFTY   11100  PE   2021-06-24    2021-06-21      3d       4  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-24/NIFTY_11100_PE_24_JUN_21.csv
NIFTY   14050  CE   2021-06-24    2021-06-23      1d       8  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-24/NIFTY_14050_CE_24_JUN_21.csv
NIFTY   14150  CE   2021-06-24    2021-06-23      1d      16  Backtesting Options Data/nifty 2014-2024 mid/2021/2021-06-24/NIFTY_14150_CE_24_JUN_21.csv
