timestamp,expiry,expiry_day,current_day,open,high,low,close,volume,ltp,option_type,strike,buy_price,target_price,exit_time,sell_price,target_hit,pnl,pnl_pct
2026-01-14 09:20:00+05:30,2026-01-20,Tuesday,Wednesday,25684.2,25705.8,25680.5,25705.8,0,25694.075,CE,25800,104.95,350.8,2026-01-20 15:29:00+05:30,0.1,False,-104.85000000000001,-99.90471653168176
2026-01-14 09:20:00+05:30,2026-01-20,Tuesday,Wednesday,25684.2,25705.8,25680.5,25705.8,0,25694.075,PE,25550,70.45,350.8,2026-01-20 15:29:00+05:30,317.5,False,247.05,350.67423704755146
2026-01-14 09:21:00+05:30,2026-01-20,Tuesday,Wednesday,25705.3,25718.55,25703.3,25718.55,0,25711.425,CE,25850,87.3,341.7,2026-01-20 15:29:00+05:30,0.05,False,-87.25,-99.94272623138602
2026-01-14 09:21:00+05:30,2026-01-20,Tuesday,Wednesday,25705.3,25718.55,25703.3,25718.55,0,25711.425,PE,25600,83.55,341.7,2026-01-20 15:10:00+05:30,346.45,True,262.9,314.6618791143028
2026-01-14 09:22:00+05:30,2026-01-20,Tuesday,Wednesday,25719.65,25738.6,25719.65,25738.5,0,25729.1,CE,25850,97.9,344.20000000000005,2026-01-20 15:29:00+05:30,0.05,False,-97.85000000000001,-99.94892747701736
2026-01-14 09:22:00+05:30,2026-01-20,Tuesday,Wednesday,25719.65,25738.6,25719.65,25738.5,0,25729.1,PE,25600,74.2,344.20000000000005,2026-01-20 15:10:00+05:30,346.45,True,272.25,366.91374663072776
2026-01-14 09:23:00+05:30,2026-01-20,Tuesday,Wednesday,25739.8,25742.3,25707.75,25709.75,0,25724.9,CE,25850,84.75,335.5,2026-01-20 15:29:00+05:30,0.05,False,-84.7,-99.9410029498525
2026-01-14 09:23:00+05:30,2026-01-20,Tuesday,Wednesday,25739.8,25742.3,25707.75,25709.75,0,25724.9,PE,25600,83.0,335.5,2026-01-20 15:10:00+05:30,346.45,True,263.45,317.4096385542168
2026-01-14 09:24:00+05:30,2026-01-20,Tuesday,Wednesday,25710.95,25721.55,25704.65,25705.15,0,25710.574999999997,CE,25850,82.7,335.8,2026-01-20 15:29:00+05:30,0.05,False,-82.65,-99.93954050785973
2026-01-14 09:24:00+05:30,2026-01-20,Tuesday,Wednesday,25710.95,25721.55,25704.65,25705.15,0,25710.574999999997,PE,25600,85.2,335.8,2026-01-20 15:10:00+05:30,346.45,True,261.25,306.631455399061
2026-01-14 09:25:00+05:30,2026-01-20,Tuesday,Wednesday,25704.6,25724.9,25704.15,25717.85,0,25712.875,CE,25850,90.55,337.2,2026-01-20 15:29:00+05:30,0.05,False,-90.5,-99.94478188845942
2026-01-14 09:25:00+05:30,2026-01-20,Tuesday,Wednesday,25704.6,25724.9,25704.15,25717.85,0,25712.875,PE,25600,78.05,337.2,2026-01-20 15:10:00+05:30,346.45,True,268.4,343.88212684176807
2026-01-14 09:26:00+05:30,2026-01-20,Tuesday,Wednesday,25718.5,25724.0,25709.65,25717.6,0,25717.4375,CE,25850,86.2,334.8,2026-01-20 15:29:00+05:30,0.05,False,-86.15,-99.94199535962878
2026-01-14 09:26:00+05:30,2026-01-20,Tuesday,Wednesday,25718.5,25724.0,25709.65,25717.6,0,25717.4375,PE,25600,81.2,334.8,2026-01-20 15:10:00+05:30,346.45,True,265.25,326.6625615763547
2026-01-14 09:27:00+05:30,2026-01-20,Tuesday,Wednesday,25715.0,25731.4,25708.55,25729.4,0,25721.0875,CE,25850,93.1,337.38,2026-01-20 15:29:00+05:30,0.05,False,-93.05,-99.94629430719657
2026-01-14 09:27:00+05:30,2026-01-20,Tuesday,Wednesday,25715.0,25731.4,25708.55,25729.4,0,25721.0875,PE,25600,75.59,337.38,2026-01-20 15:10:00+05:30,346.45,True,270.86,358.32782114036246
2026-01-14 09:28:00+05:30,2026-01-20,Tuesday,Wednesday,25730.85,25742.7,25730.45,25736.1,0,25735.025,CE,25850,95.9,338.3,2026-01-20 15:29:00+05:30,0.05,False,-95.85000000000001,-99.94786235662148
2026-01-14 09:28:00+05:30,2026-01-20,Tuesday,Wednesday,25730.85,25742.7,25730.45,25736.1,0,25735.025,PE,25600,73.25,338.3,2026-01-20 15:10:00+05:30,346.45,True,273.2,372.9692832764505
2026-01-14 09:29:00+05:30,2026-01-20,Tuesday,Wednesday,25737.05,25744.8,25736.2,25737.5,0,25738.8875,CE,25850,93.45,336.9,2026-01-20 15:29:00+05:30,0.05,False,-93.4,-99.94649545211344
2026-01-14 09:29:00+05:30,2026-01-20,Tuesday,Wednesday,25737.05,25744.8,25736.2,25737.5,0,25738.8875,PE,25600,75.0,336.9,2026-01-20 15:10:00+05:30,346.45,True,271.45,361.9333333333333
2026-01-14 09:30:00+05:30,2026-01-20,Tuesday,Wednesday,25737.7,25750.45,25737.7,25744.95,0,25742.7,CE,25850,93.5,333.6,2026-01-20 15:29:00+05:30,0.05,False,-93.45,-99.94652406417113
2026-01-14 09:30:00+05:30,2026-01-20,Tuesday,Wednesday,25737.7,25750.45,25737.7,25744.95,0,25742.7,PE,25600,73.3,333.6,2026-01-20 15:10:00+05:30,346.45,True,273.15,372.64665757162345
2026-01-14 09:31:00+05:30,2026-01-20,Tuesday,Wednesday,25743.3,25747.3,25727.45,25730.2,0,25737.0625,CE,25850,89.3,332.7,2026-01-20 15:29:00+05:30,0.05,False,-89.25,-99.94400895856663
2026-01-14 09:31:00+05:30,2026-01-20,Tuesday,Wednesday,25743.3,25747.3,25727.45,25730.2,0,25737.0625,PE,25600,77.05,332.7,2026-01-20 15:10:00+05:30,346.45,True,269.4,349.64308890330955
2026-01-14 09:32:00+05:30,2026-01-20,Tuesday,Wednesday,25729.55,25742.65,25727.15,25732.5,0,25732.9625,CE,25850,91.25,333.6,2026-01-20 15:29:00+05:30,0.05,False,-91.2,-99.94520547945206
2026-01-14 09:32:00+05:30,2026-01-20,Tuesday,Wednesday,25729.55,25742.65,25727.15,25732.5,0,25732.9625,PE,25600,75.55,333.6,2026-01-20 15:10:00+05:30,346.45,True,270.9,358.5704831237591
2026-01-14 09:33:00+05:30,2026-01-20,Tuesday,Wednesday,25732.25,25734.95,25722.2,25727.3,0,25729.175,CE,25850,91.0,334.5,2026-01-20 15:29:00+05:30,0.05,False,-90.95,-99.94505494505495
2026-01-14 09:33:00+05:30,2026-01-20,Tuesday,Wednesday,25732.25,25734.95,25722.2,25727.3,0,25729.175,PE,25600,76.25,334.5,2026-01-20 15:10:00+05:30,346.45,True,270.2,354.3606557377049
2026-01-14 09:34:00+05:30,2026-01-20,Tuesday,Wednesday,25727.1,25737.55,25727.05,25734.2,0,25731.475,CE,25850,91.7,332.5,2026-01-20 15:29:00+05:30,0.05,False,-91.65,-99.94547437295529
2026-01-14 09:34:00+05:30,2026-01-20,Tuesday,Wednesday,25727.1,25737.55,25727.05,25734.2,0,25731.475,PE,25600,74.55,332.5,2026-01-20 15:10:00+05:30,346.45,True,271.9,364.7216633132126
2026-01-14 09:35:00+05:30,2026-01-20,Tuesday,Wednesday,25733.95,25746.55,25732.45,25737.05,0,25737.5,CE,25850,90.9,328.6,2026-01-20 15:29:00+05:30,0.05,False,-90.85000000000001,-99.94499449944995
2026-01-14 09:35:00+05:30,2026-01-20,Tuesday,Wednesday,25733.95,25746.55,25732.45,25737.05,0,25737.5,PE,25600,73.4,328.6,2026-01-20 15:10:00+05:30,346.45,True,273.04999999999995,372.00272479564023
2026-01-14 09:36:00+05:30,2026-01-20,Tuesday,Wednesday,25736.3,25743.7,25730.85,25742.0,0,25738.2125,CE,25850,94.0,332.0,2026-01-20 15:29:00+05:30,0.05,False,-93.95,-99.94680851063829
2026-01-14 09:36:00+05:30,2026-01-20,Tuesday,Wednesday,25736.3,25743.7,25730.85,25742.0,0,25738.2125,PE,25600,72.0,332.0,2026-01-20 15:10:00+05:30,346.45,True,274.45,381.18055555555554
2026-01-14 09:37:00+05:30,2026-01-20,Tuesday,Wednesday,25741.45,25746.6,25735.35,25736.2,0,25739.899999999998,CE,25850,90.5,332.1,2026-01-20 15:29:00+05:30,0.05,False,-90.45,-99.94475138121547
2026-01-14 09:37:00+05:30,2026-01-20,Tuesday,Wednesday,25741.45,25746.6,25735.35,25736.2,0,25739.899999999998,PE,25600,75.55,332.1,2026-01-20 15:10:00+05:30,346.45,True,270.9,358.5704831237591
2026-01-14 09:38:00+05:30,2026-01-20,Tuesday,Wednesday,25734.85,25743.75,25733.4,25740.65,0,25738.1625,CE,25850,93.95,330.9,2026-01-20 15:29:00+05:30,0.05,False,-93.9,-99.94678020223523
2026-01-14 09:38:00+05:30,2026-01-20,Tuesday,Wednesday,25734.85,25743.75,25733.4,25740.65,0,25738.1625,PE,25600,71.5,330.9,2026-01-20 15:10:00+05:30,346.45,True,274.95,384.5454545454545
2026-01-14 09:39:00+05:30,2026-01-20,Tuesday,Wednesday,25741.15,25742.6,25726.0,25732.85,0,25735.65,CE,25850,89.65,329.3,2026-01-20 15:29:00+05:30,0.05,False,-89.60000000000001,-99.94422755158952
2026-01-14 09:39:00+05:30,2026-01-20,Tuesday,Wednesday,25741.15,25742.6,25726.0,25732.85,0,25735.65,PE,25600,75.0,329.3,2026-01-20 15:10:00+05:30,346.45,True,271.45,361.9333333333333
2026-01-14 09:40:00+05:30,2026-01-20,Tuesday,Wednesday,25732.4,25732.4,25712.25,25712.25,0,25722.325,CE,25850,79.65,327.4,2026-01-20 15:29:00+05:30,0.05,False,-79.60000000000001,-99.93722536095417
2026-01-14 09:40:00+05:30,2026-01-20,Tuesday,Wednesday,25732.4,25732.4,25712.25,25712.25,0,25722.325,PE,25600,84.05,327.4,2026-01-20 15:10:00+05:30,346.45,True,262.4,312.1951219512195
2026-01-14 09:41:00+05:30,2026-01-20,Tuesday,Wednesday,25711.8,25737.55,25711.75,25734.35,0,25723.862500000003,CE,25850,89.5,324.9,2026-01-20 15:29:00+05:30,0.05,False,-89.45,-99.9441340782123
2026-01-14 09:41:00+05:30,2026-01-20,Tuesday,Wednesday,25711.8,25737.55,25711.75,25734.35,0,25723.862500000003,PE,25600,72.95,324.9,2026-01-20 15:10:00+05:30,346.45,True,273.5,374.91432488005483
2026-01-14 09:42:00+05:30,2026-01-20,Tuesday,Wednesday,25735.0,25739.6,25725.35,25727.35,0,25731.824999999997,CE,25850,85.35,320.79999999999995,2026-01-20 15:29:00+05:30,0.05,False,-85.3,-99.94141769185705
2026-01-14 09:42:00+05:30,2026-01-20,Tuesday,Wednesday,25735.0,25739.6,25725.35,25727.35,0,25731.824999999997,PE,25600,75.05,320.79999999999995,2026-01-20 15:09:00+05:30,324.5,True,249.45,332.3784143904064
2026-01-14 09:43:00+05:30,2026-01-20,Tuesday,Wednesday,25726.1,25727.45,25718.25,25718.3,0,25722.525,CE,25850,83.15,322.6,2026-01-20 15:29:00+05:30,0.05,False,-83.10000000000001,-99.93986770895972
2026-01-14 09:43:00+05:30,2026-01-20,Tuesday,Wednesday,25726.1,25727.45,25718.25,25718.3,0,25722.525,PE,25600,78.15,322.6,2026-01-20 15:09:00+05:30,324.5,True,246.35,315.2271273192578
2026-01-14 09:44:00+05:30,2026-01-20,Tuesday,Wednesday,25718.05,25719.45,25703.15,25706.65,0,25711.824999999997,CE,25850,78.34,321.78,2026-01-20 15:29:00+05:30,0.05,False,-78.29,-99.93617564462599
2026-01-14 09:44:00+05:30,2026-01-20,Tuesday,Wednesday,25718.05,25719.45,25703.15,25706.65,0,25711.824999999997,PE,25600,82.55,321.78,2026-01-20 15:09:00+05:30,324.5,True,241.95,293.09509388249546
2026-01-14 09:45:00+05:30,2026-01-20,Tuesday,Wednesday,25704.9,25712.85,25691.85,25691.85,0,25700.362500000003,CE,25850,72.65,293.3,2026-01-20 15:29:00+05:30,0.05,False,-72.60000000000001,-99.93117687543015
2026-01-14 09:45:00+05:30,2026-01-20,Tuesday,Wednesday,25704.9,25712.85,25691.85,25691.85,0,25700.362500000003,PE,25550,74.0,293.3,2026-01-20 15:10:00+05:30,296.39,True,222.39,300.52702702702703
2026-01-14 09:46:00+05:30,2026-01-20,Tuesday,Wednesday,25691.7,25697.6,25685.5,25687.9,0,25690.675000000003,CE,25800,91.55,331.6,2026-01-20 15:29:00+05:30,0.1,False,-91.45,-99.89077007099945
2026-01-14 09:46:00+05:30,2026-01-20,Tuesday,Wednesday,25691.7,25697.6,25685.5,25687.9,0,25690.675000000003,PE,25550,74.25,331.6,2026-01-20 15:29:00+05:30,317.5,False,243.25,327.6094276094276
2026-01-14 09:47:00+05:30,2026-01-20,Tuesday,Wednesday,25686.65,25693.35,25685.75,25689.25,0,25688.75,CE,25800,92.1,330.0,2026-01-20 15:29:00+05:30,0.1,False,-92.0,-99.89142236699242
2026-01-14 09:47:00+05:30,2026-01-20,Tuesday,Wednesday,25686.65,25693.35,25685.75,25689.25,0,25688.75,PE,25550,72.9,330.0,2026-01-20 15:29:00+05:30,317.5,False,244.6,335.52812071330584
2026-01-14 09:48:00+05:30,2026-01-20,Tuesday,Wednesday,25688.95,25693.35,25674.4,25685.35,0,25685.512500000004,CE,25800,91.35,328.6,2026-01-20 15:29:00+05:30,0.1,False,-91.25,-99.89053092501369
2026-01-14 09:48:00+05:30,2026-01-20,Tuesday,Wednesday,25688.95,25693.35,25674.4,25685.35,0,25685.512500000004,PE,25550,72.95,328.6,2026-01-20 15:29:00+05:30,317.5,False,244.55,335.2296093214531
2026-01-14 09:49:00+05:30,2026-01-20,Tuesday,Wednesday,25686.25,25694.65,25686.25,25689.45,0,25689.149999999998,CE,25800,92.35,329.1,2026-01-20 15:29:00+05:30,0.1,False,-92.25,-99.89171629669735
2026-01-14 09:49:00+05:30,2026-01-20,Tuesday,Wednesday,25686.25,25694.65,25686.25,25689.45,0,25689.149999999998,PE,25550,72.2,329.1,2026-01-20 15:29:00+05:30,317.5,False,245.3,339.7506925207756
2026-01-14 09:50:00+05:30,2026-01-20,Tuesday,Wednesday,25689.35,25701.2,25688.25,25700.95,0,25694.9375,CE,25800,97.4,329.98,2026-01-20 15:29:00+05:30,0.1,False,-97.30000000000001,-99.89733059548254
2026-01-14 09:50:00+05:30,2026-01-20,Tuesday,Wednesday,25689.35,25701.2,25688.25,25700.95,0,25694.9375,PE,25550,67.59,329.98,2026-01-20 15:29:00+05:30,317.5,False,249.91,369.74404497706763
2026-01-14 09:51:00+05:30,2026-01-20,Tuesday,Wednesday,25702.1,25720.45,25700.35,25714.8,0,25709.425,CE,25850,80.7,317.70000000000005,2026-01-20 15:29:00+05:30,0.05,False,-80.65,-99.93804213135068
2026-01-14 09:51:00+05:30,2026-01-20,Tuesday,Wednesday,25702.1,25720.45,25700.35,25714.8,0,25709.425,PE,25600,78.15,317.70000000000005,2026-01-20 15:08:00+05:30,319.55,True,241.4,308.893154190659
2026-01-14 09:52:00+05:30,2026-01-20,Tuesday,Wednesday,25714.15,25720.75,25708.2,25716.6,0,25714.925000000003,CE,25850,82.55,320.5,2026-01-20 15:29:00+05:30,0.05,False,-82.5,-99.93943064809207
2026-01-14 09:52:00+05:30,2026-01-20,Tuesday,Wednesday,25714.15,25720.75,25708.2,25716.6,0,25714.925000000003,PE,25600,77.7,320.5,2026-01-20 15:09:00+05:30,324.5,True,246.8,317.63191763191764
2026-01-14 09:53:00+05:30,2026-01-20,Tuesday,Wednesday,25715.85,25724.3,25715.85,25722.9,0,25719.725,CE,25850,85.05,319.5,2026-01-20 15:29:00+05:30,0.05,False,-85.0,-99.94121105232216
2026-01-14 09:53:00+05:30,2026-01-20,Tuesday,Wednesday,25715.85,25724.3,25715.85,25722.9,0,25719.725,PE,25600,74.7,319.5,2026-01-20 15:08:00+05:30,319.55,True,244.85000000000002,327.7777777777778
2026-01-14 09:54:00+05:30,2026-01-20,Tuesday,Wednesday,25722.7,25743.6,25721.85,25742.45,0,25732.649999999998,CE,25850,94.85,326.29999999999995,2026-01-20 15:29:00+05:30,0.05,False,-94.8,-99.9472851871376
2026-01-14 09:54:00+05:30,2026-01-20,Tuesday,Wednesday,25722.7,25743.6,25721.85,25742.45,0,25732.649999999998,PE,25600,68.3,326.29999999999995,2026-01-20 15:10:00+05:30,346.45,True,278.15,407.2474377745241
2026-01-14 09:55:00+05:30,2026-01-20,Tuesday,Wednesday,25743.0,25761.5,25738.95,25759.55,0,25750.75,CE,25900,83.0,296.4,2026-01-20 15:29:00+05:30,0.05,False,-82.95,-99.93975903614458
2026-01-14 09:55:00+05:30,2026-01-20,Tuesday,Wednesday,25743.0,25761.5,25738.95,25759.55,0,25750.75,PE,25600,65.2,296.4,2026-01-20 15:00:00+05:30,299.5,True,234.3,359.35582822085894
2026-01-14 09:56:00+05:30,2026-01-20,Tuesday,Wednesday,25757.25,25758.5,25735.0,25739.8,0,25747.6375,CE,25900,75.59,289.86,2026-01-20 15:29:00+05:30,0.05,False,-75.54,-99.93385368434978
2026-01-14 09:56:00+05:30,2026-01-20,Tuesday,Wednesday,25757.25,25758.5,25735.0,25739.8,0,25747.6375,PE,25600,69.34,289.86,2026-01-20 15:00:00+05:30,299.5,True,230.16,331.92962215171616
2026-01-14 09:57:00+05:30,2026-01-20,Tuesday,Wednesday,25739.8,25741.35,25722.75,25722.75,0,25731.6625,CE,25850,85.8,320.9,2026-01-20 15:29:00+05:30,0.05,False,-85.75,-99.94172494172494
2026-01-14 09:57:00+05:30,2026-01-20,Tuesday,Wednesday,25739.8,25741.35,25722.75,25722.75,0,25731.6625,PE,25600,74.65,320.9,2026-01-20 15:09:00+05:30,324.5,True,249.85,334.695244474213
2026-01-14 09:58:00+05:30,2026-01-20,Tuesday,Wednesday,25722.15,25727.8,25719.05,25720.45,0,25722.3625,CE,25850,86.25,320.5,2026-01-20 15:29:00+05:30,0.05,False,-86.2,-99.94202898550725
2026-01-14 09:58:00+05:30,2026-01-20,Tuesday,Wednesday,25722.15,25727.8,25719.05,25720.45,0,25722.3625,PE,25600,74.0,320.5,2026-01-20 15:09:00+05:30,324.5,True,250.5,338.5135135135135
2026-01-14 09:59:00+05:30,2026-01-20,Tuesday,Wednesday,25720.8,25730.0,25715.7,25729.9,0,25724.1,CE,25850,90.95,321.4,2026-01-20 15:29:00+05:30,0.05,False,-90.9,-99.94502473886752
2026-01-14 09:59:00+05:30,2026-01-20,Tuesday,Wednesday,25720.8,25730.0,25715.7,25729.9,0,25724.1,PE,25600,69.75,321.4,2026-01-20 15:09:00+05:30,324.5,True,254.75,365.23297491039426
2026-01-14 10:00:00+05:30,2026-01-20,Tuesday,Wednesday,25729.6,25733.8,25725.95,25727.85,0,25729.299999999996,CE,25850,89.6,323.6,2026-01-20 15:29:00+05:30,0.05,False,-89.55,-99.94419642857143
2026-01-14 10:00:00+05:30,2026-01-20,Tuesday,Wednesday,25729.6,25733.8,25725.95,25727.85,0,25729.299999999996,PE,25600,72.2,323.6,2026-01-20 15:09:00+05:30,324.5,True,252.3,349.4459833795014
2026-01-14 10:01:00+05:30,2026-01-20,Tuesday,Wednesday,25728.05,25730.3,25715.85,25716.3,0,25722.625,CE,25850,84.45,318.5,2026-01-20 15:29:00+05:30,0.05,False,-84.4,-99.94079336885731
2026-01-14 10:01:00+05:30,2026-01-20,Tuesday,Wednesday,25728.05,25730.3,25715.85,25716.3,0,25722.625,PE,25600,74.8,318.5,2026-01-20 15:08:00+05:30,319.55,True,244.75,327.20588235294116
2026-01-14 10:02:00+05:30,2026-01-20,Tuesday,Wednesday,25716.05,25729.25,25716.05,25719.55,0,25720.225000000002,CE,25850,85.35,319.0,2026-01-20 15:29:00+05:30,0.05,False,-85.3,-99.94141769185705
2026-01-14 10:02:00+05:30,2026-01-20,Tuesday,Wednesday,25716.05,25729.25,25716.05,25719.55,0,25720.225000000002,PE,25600,74.15,319.0,2026-01-20 15:08:00+05:30,319.55,True,245.4,330.9507754551584
2026-01-14 10:03:00+05:30,2026-01-20,Tuesday,Wednesday,25718.85,25718.85,25710.15,25717.05,0,25716.225000000002,CE,25850,84.6,316.29999999999995,2026-01-20 15:29:00+05:30,0.05,False,-84.55,-99.94089834515367
2026-01-14 10:03:00+05:30,2026-01-20,Tuesday,Wednesday,25718.85,25718.85,25710.15,25717.05,0,25716.225000000002,PE,25600,73.55,316.29999999999995,2026-01-20 15:08:00+05:30,319.55,True,246.0,334.4663494221618
2026-01-14 10:04:00+05:30,2026-01-20,Tuesday,Wednesday,25717.5,25721.85,25713.1,25717.25,0,25717.425,CE,25850,84.4,316.8,2026-01-20 15:29:00+05:30,0.05,False,-84.35000000000001,-99.94075829383885
2026-01-14 10:04:00+05:30,2026-01-20,Tuesday,Wednesday,25717.5,25721.85,25713.1,25717.25,0,25717.425,PE,25600,74.0,316.8,2026-01-20 15:08:00+05:30,319.55,True,245.55,331.8243243243244
2026-01-14 10:05:00+05:30,2026-01-20,Tuesday,Wednesday,25715.65,25718.05,25708.0,25713.6,0,25713.824999999997,CE,25850,82.05,315.9,2026-01-20 15:29:00+05:30,0.05,False,-82.0,-99.9390615478367
2026-01-14 10:05:00+05:30,2026-01-20,Tuesday,Wednesday,25715.65,25718.05,25708.0,25713.6,0,25713.824999999997,PE,25600,75.9,315.9,2026-01-20 15:08:00+05:30,319.55,True,243.65,321.0144927536232
2026-01-14 10:06:00+05:30,2026-01-20,Tuesday,Wednesday,25712.6,25721.15,25710.65,25719.85,0,25716.0625,CE,25850,86.25,317.9,2026-01-20 15:29:00+05:30,0.05,False,-86.2,-99.94202898550725
2026-01-14 10:06:00+05:30,2026-01-20,Tuesday,Wednesday,25712.6,25721.15,25710.65,25719.85,0,25716.0625,PE,25600,72.7,317.9,2026-01-20 15:08:00+05:30,319.55,True,246.85000000000002,339.54607977991753
2026-01-14 10:07:00+05:30,2026-01-20,Tuesday,Wednesday,25720.75,25723.85,25716.3,25716.35,0,25719.3125,CE,25850,83.0,316.0,2026-01-20 15:29:00+05:30,0.05,False,-82.95,-99.93975903614458
2026-01-14 10:07:00+05:30,2026-01-20,Tuesday,Wednesday,25720.75,25723.85,25716.3,25716.35,0,25719.3125,PE,25600,75.0,316.0,2026-01-20 15:08:00+05:30,319.55,True,244.55,326.06666666666666
2026-01-14 10:08:00+05:30,2026-01-20,Tuesday,Wednesday,25716.4,25716.7,25702.0,25703.0,0,25709.525,CE,25850,77.34,315.36,2026-01-20 15:29:00+05:30,0.05,False,-77.29,-99.93535040082752
2026-01-14 10:08:00+05:30,2026-01-20,Tuesday,Wednesday,25716.4,25716.7,25702.0,25703.0,0,25709.525,PE,25600,80.34,315.36,2026-01-20 15:08:00+05:30,319.55,True,239.21,297.74707493154096
2026-01-14 10:09:00+05:30,2026-01-20,Tuesday,Wednesday,25702.35,25708.75,25700.0,25708.55,0,25704.912500000002,CE,25850,80.15,314.6,2026-01-20 15:29:00+05:30,0.05,False,-80.10000000000001,-99.93761696818466
2026-01-14 10:09:00+05:30,2026-01-20,Tuesday,Wednesday,25702.35,25708.75,25700.0,25708.55,0,25704.912500000002,PE,25600,77.15,314.6,2026-01-20 15:08:00+05:30,319.55,True,242.4,314.1931302657161
2026-01-14 10:10:00+05:30,2026-01-20,Tuesday,Wednesday,25708.4,25708.4,25697.45,25697.45,0,25702.925,CE,25850,76.4,288.4,2026-01-20 15:29:00+05:30,0.05,False,-76.35000000000001,-99.934554973822
2026-01-14 10:10:00+05:30,2026-01-20,Tuesday,Wednesday,25708.4,25708.4,25697.45,25697.45,0,25702.925,PE,25550,67.8,288.4,2026-01-20 15:10:00+05:30,296.39,True,228.58999999999997,337.15339233038344
2026-01-14 10:11:00+05:30,2026-01-20,Tuesday,Wednesday,25698.55,25703.45,25696.85,25697.85,0,25699.175000000003,CE,25850,76.75,286.5,2026-01-20 15:29:00+05:30,0.05,False,-76.7,-99.93485342019545
2026-01-14 10:11:00+05:30,2026-01-20,Tuesday,Wednesday,25698.55,25703.45,25696.85,25697.85,0,25699.175000000003,PE,25550,66.5,286.5,2026-01-20 15:10:00+05:30,296.39,True,229.89,345.69924812030075
2026-01-14 10:12:00+05:30,2026-01-20,Tuesday,Wednesday,25699.3,25702.15,25695.5,25699.5,0,25699.1125,CE,25850,76.34,284.98,2026-01-20 15:29:00+05:30,0.05,False,-76.29,-99.93450353680902
2026-01-14 10:12:00+05:30,2026-01-20,Tuesday,Wednesday,25699.3,25702.15,25695.5,25699.5,0,25699.1125,PE,25550,66.15,284.98,2026-01-20 15:10:00+05:30,296.39,True,230.23999999999998,348.0574452003023
2026-01-14 10:13:00+05:30,2026-01-20,Tuesday,Wednesday,25698.4,25705.15,25692.65,25700.9,0,25699.275,CE,25850,77.55,285.5,2026-01-20 15:29:00+05:30,0.05,False,-77.5,-99.93552546744037
2026-01-14 10:13:00+05:30,2026-01-20,Tuesday,Wednesday,25698.4,25705.15,25692.65,25700.9,0,25699.275,PE,25550,65.2,285.5,2026-01-20 15:10:00+05:30,296.39,True,231.19,354.5858895705521
2026-01-14 10:14:00+05:30,2026-01-20,Tuesday,Wednesday,25700.75,25705.0,25696.8,25696.8,0,25699.8375,CE,25850,75.34,283.98,2026-01-20 15:29:00+05:30,0.05,False,-75.29,-99.93363419166445
2026-01-14 10:14:00+05:30,2026-01-20,Tuesday,Wednesday,25700.75,25705.0,25696.8,25696.8,0,25699.8375,PE,25550,66.65,283.98,2026-01-20 15:10:00+05:30,296.39,True,229.73999999999998,344.69617404351084
