equity
80000.0
115441.25
111067.4
105721.15
100738.9
95980.9
96669.9
91245.65
87004.4
81401.4
82402.4
100446.4
95633.15
92331.15
88128.9
93696.15
89575.15
93744.9
89948.9
85762.9
84202.9
103150.4
98213.65
115539.4
111327.4
106949.65
103803.65
120274.65
116823.15
111216.9
106507.65
100556.9
95600.65
88801.65
84784.65
78677.9
74680.4
68466.4
64325.899999999994
67783.9
64160.149999999994
71391.4
67803.4
65395.149999999994
62359.649999999994
77972.0
73776.9
67702.65
86760.65
106341.9
100985.9
95506.4
101645.65
135039.4
129423.4
