timestamp,expiry,expiry_day,current_day,open,high,low,close,volume,ltp,pe_strike,ce_strike,pe_cost,ce_cost,total_cost,cost_pct
2026-01-14 09:26:00+05:30,2026-01-20,Tuesday,Wednesday,25718.5,25724.0,25709.65,25717.6,0,25717.4375,25600,25850,81.2,86.2,167.4,0.6509202170706161
2026-01-14 09:27:00+05:30,2026-01-20,Tuesday,Wednesday,25715.0,25731.4,25708.55,25729.4,0,25721.0875,25600,25850,75.59,93.1,168.69,0.6558431870347629
2026-01-14 09:28:00+05:30,2026-01-20,Tuesday,Wednesday,25730.85,25742.7,25730.45,25736.1,0,25735.025,25600,25850,73.25,95.9,169.15,0.6572754446517926
2026-01-14 09:29:00+05:30,2026-01-20,Tuesday,Wednesday,25737.05,25744.8,25736.2,25737.5,0,25738.8875,25600,25850,75.0,93.45,168.45,0.6544571905059998
2026-01-14 09:30:00+05:30,2026-01-20,Tuesday,Wednesday,25737.7,25750.45,25737.7,25744.95,0,25742.7,25600,25850,73.3,93.5,166.8,0.6479506811639805
2026-01-14 09:31:00+05:30,2026-01-20,Tuesday,Wednesday,25743.3,25747.3,25727.45,25730.2,0,25737.0625,25600,25850,77.05,89.3,166.35,0.6463441583514047
2026-01-14 09:32:00+05:30,2026-01-20,Tuesday,Wednesday,25729.55,25742.65,25727.15,25732.5,0,25732.9625,25600,25850,75.55,91.25,166.8,0.6481958694029109
2026-01-14 09:33:00+05:30,2026-01-20,Tuesday,Wednesday,25732.25,25734.95,25722.2,25727.3,0,25729.175,25600,25850,76.25,91.0,167.25,0.650040275290599
2026-01-14 09:34:00+05:30,2026-01-20,Tuesday,Wednesday,25727.1,25737.55,25727.05,25734.2,0,25731.475,25600,25850,74.55,91.7,166.25,0.6460958806286854
2026-01-14 09:35:00+05:30,2026-01-20,Tuesday,Wednesday,25733.95,25746.55,25732.45,25737.05,0,25737.5,25600,25850,73.4,90.9,164.3,0.6383681398737251
2026-01-14 09:36:00+05:30,2026-01-20,Tuesday,Wednesday,25736.3,25743.7,25730.85,25742.0,0,25738.2125,25600,25850,72.0,94.0,166.0,0.6449554334824145
2026-01-14 09:37:00+05:30,2026-01-20,Tuesday,Wednesday,25741.45,25746.6,25735.35,25736.2,0,25739.899999999998,25600,25850,75.55,90.5,166.05,0.6451074013496556
2026-01-14 09:38:00+05:30,2026-01-20,Tuesday,Wednesday,25734.85,25743.75,25733.4,25740.65,0,25738.1625,25600,25850,71.5,93.95,165.45,0.6428197817151865
2026-01-14 09:39:00+05:30,2026-01-20,Tuesday,Wednesday,25741.15,25742.6,25726.0,25732.85,0,25735.65,25600,25850,75.0,89.65,164.65,0.639774009982262
2026-01-14 09:40:00+05:30,2026-01-20,Tuesday,Wednesday,25732.4,25732.4,25712.25,25712.25,0,25722.325,25600,25850,84.05,79.65,163.7,0.6364121439255588
2026-01-14 09:41:00+05:30,2026-01-20,Tuesday,Wednesday,25711.8,25737.55,25711.75,25734.35,0,25723.862500000003,25600,25850,72.95,89.5,162.45,0.6315148045904847
2026-01-14 09:42:00+05:30,2026-01-20,Tuesday,Wednesday,25735.0,25739.6,25725.35,25727.35,0,25731.824999999997,25600,25850,75.05,85.35,160.39999999999998,0.623352599358965
2026-01-14 09:43:00+05:30,2026-01-20,Tuesday,Wednesday,25726.1,25727.45,25718.25,25718.3,0,25722.525,25600,25850,78.15,83.15,161.3,0.6270768519031472
2026-01-14 09:44:00+05:30,2026-01-20,Tuesday,Wednesday,25718.05,25719.45,25703.15,25706.65,0,25711.824999999997,25600,25850,82.55,78.34,160.89,0.6257432134825125
2026-01-14 09:45:00+05:30,2026-01-20,Tuesday,Wednesday,25704.9,25712.85,25691.85,25691.85,0,25700.362500000003,25550,25850,74.0,72.65,146.65,0.5706145195422827
2026-01-14 09:46:00+05:30,2026-01-20,Tuesday,Wednesday,25691.7,25697.6,25685.5,25687.9,0,25690.675000000003,25550,25800,74.25,91.55,165.8,0.6453703532507418
2026-01-14 09:47:00+05:30,2026-01-20,Tuesday,Wednesday,25686.65,25693.35,25685.75,25689.25,0,25688.75,25550,25800,72.9,92.1,165.0,0.6423045107294049
2026-01-14 09:48:00+05:30,2026-01-20,Tuesday,Wednesday,25688.95,25693.35,25674.4,25685.35,0,25685.512500000004,25550,25800,72.95,91.35,164.3,0.639660197552998
2026-01-14 09:49:00+05:30,2026-01-20,Tuesday,Wednesday,25686.25,25694.65,25686.25,25689.45,0,25689.149999999998,25550,25800,72.2,92.35,164.55,0.6405427972509796
2026-01-14 09:50:00+05:30,2026-01-20,Tuesday,Wednesday,25689.35,25701.2,25688.25,25700.95,0,25694.9375,25550,25800,67.59,97.4,164.99,0.6421109216552872
2026-01-14 09:51:00+05:30,2026-01-20,Tuesday,Wednesday,25702.1,25720.45,25700.35,25714.8,0,25709.425,25600,25850,78.15,80.7,158.85000000000002,0.6178667939870301
2026-01-14 09:52:00+05:30,2026-01-20,Tuesday,Wednesday,25714.15,25720.75,25708.2,25716.6,0,25714.925000000003,25600,25850,77.7,82.55,160.25,0.6231789515232885
2026-01-14 09:53:00+05:30,2026-01-20,Tuesday,Wednesday,25715.85,25724.3,25715.85,25722.9,0,25719.725,25600,25850,74.7,85.05,159.75,0.6211186161593875
2026-01-14 09:54:00+05:30,2026-01-20,Tuesday,Wednesday,25722.7,25743.6,25721.85,25742.45,0,25732.649999999998,25600,25850,68.3,94.85,163.14999999999998,0.6340194266816671
